 -1248,  -227,   402
  -395,   181,   570
   578,   587,   690
  1729,   691,  1035
   941,   502,   904
   140,   315,   345
 -1286,  -284,   151
  -454,   196,   523
   510,   565,   758
  1636,   663,  1055
   971,   550,   991
   296,   427,   426
 -1041,  -237,   151
  -765,   -30,   478
    45,   396,   827
  1525,   752,   749
  1183,   538,  1058
   578,   520,   573
  -864,  -143,   317
  -830,   -86,   530
   185,   467,   767
  1834,   675,   962
  1060,   519,  1012
   248,   405,   411
 -1134,  -176,   192
  -727,    58,   401
    31,   492,   890
  1702,   763,   836
  1040,   529,  1097
   509,   498,   599
  -680,   148,   240
  -870,  -100,   582
    88,   358,   967
  1387,   503,  1073
   679,   275,   880
    37,   108,   399
  -908,  -222,   318
  -306,   121,   483
   742,   645,   782
  1622,   637,  1088
   904,   531,   840
  -267,   193,   327
 -1162,  -168,   432
  -278,   214,   605
   682,   645,   838
  1610,   815,   841
   808,   388,   874
   243,   380,   434
 -1131,  -174,   204
  -610,    15,   493
   171,   424,   915
  1742,   701,   702
  1087,   504,  1065
   574,   478,   531
  -891,   207,   164
  -991,  -136,   482
  -121,   300,   801
  1229,   705,   671
  1222,   550,  1061
   800,   495,   704
    -2,   224,   316
 -1288,  -188,   192
  -428,   197,   414
   416,   600,   840
  1925,   742,   828
   990,   480,  1050
   437,   489,   388
 -1220,  -128,   162
  -900,    -8,   557
   -12,   398,   855
  1422,   778,   593
  1112,   535,  1094
   712,   517,   662
  -332,   171,   316
 -1106,  -140,   302
  -344,   197,   600
   465,   592,   890
  1515,   688,  1110
   731,   456,  1004
   175,   318,   368
 -1086,  -155,   222
  -697,     8,   550
     7,   312,   871
  1623,   777,   697
  1079,   548,  1025
   766,   548,   556
  -142,   217,   355
 -1095,  -159,   390
  -464,   138,   485
   221,   565,   780
  1535,   724,   875
  1010,   519,  1034
   660,   573,   571
  -235,    48,   338
 -1220,  -215,   395
  -345,    90,   488
   620,   634,   731
  1542,   650,  1229
   948,   491,   871
   194,   298,   350
 -1120,  -232,   334
  -549,    10,   632
    81,   514,   912
  1633,   865,   564
  1047,   581,  1017
   675,   524,   620
  -463,   117,   306
 -1048,  -189,   479
  -245,   194,   684
   784,   655,   710
